"K58.0"|"Definition"|"As parent above, with diarrhea"
"K58.9"|"Definition"|"As parent above, without diarrhea"
"K59"|"Definition"|"A group of bowel disorders which are characterised by chronic abdominal complaints without a structural or biochemical cause that could explain symptoms"
"K59.0"|"Definition"|"Infrequent or difficult evacuation of FECES. These symptoms are associated with a variety of causes, including low DIETARY FIBER intake, emotional or nervous disturbances, systemic and structural disorders, drug-induced aggravation, and infections."
"K59.1"|"Definition"|"Frequent or urgent passage of loose or watery stool with no identifiable cause"
"K59.9"|"Definition"|"A group of bowel disorders which are characterised by chronic abdominal complaints without a structural or biochemical cause that could explain symptoms [NOS]"
"K61.0"|"Definition"|"An infected cavity filled with pus found near the anus or rectum resulting from an acute infection of a small gland just inside the anus, when bacteria or foreign matter enters the tissue through the gland. Certain conditions - colitis or other inflammation of the intestine, for example - can sometimes make these infections more likely.  The abscess is usually associated with symptoms of pain and swelling around the anus. Individuals may also experience fatigue, fevers and chills. "
"K62"|"Definition"|"Swollen veins in the lower part of the RECTUM or ANUS. Hemorrhoids can be inside the anus (internal), under the skin around the anus (external), or protruding from inside to outside of the anus. People with hemorrhoids may or may not exhibit symptoms which include bleeding, itching, and pain."
"K62.5"|"Definition"|"As parent above, external without complications"
"K73"|"Definition"|"INFLAMMATION of the LIVER with ongoing hepatocellular injury for 6 months or more, characterized by NECROSIS of HEPATOCYTES and inflammatory cell (LEUKOCYTES) infiltration. Chronic hepatitis can be caused by viruses, medications, autoimmune diseases, and other unknown factors."
"K74"|"Definition"|"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules"
"K82"|"Definition"|"Any other definite pathologic process with a characteristic set of signs and symptoms effecting the gallbladder"
"K82.1"|"Definition"|"Abnormal accumulation of serous fluid in the gallbladder"
"K85"|"Definition"|"Rapid onset inflammation of the pancreas which does not present with computed tomographic or endoscopic retrograde cholaniopancreatic findings of chronic pancreatitis."
"K86.1"|"Definition"|"Persistent or recurrent inflammation of the pancreas which may present with specific computed tomographic or endoscopic retrograde cholaniopancreatic findings."
"K86.8"|"Definition"|"Any other definite pathologic process with a characteristic set of signs and symptoms effecting the pancreas"
"K90"|"Definition"|"Defective transport of nutrients or water through the intestinal mucous membrane due to infectious, autoimmune, enzymatic and dysproteinemic lesions or other causes."
"K90.9"|"Definition"|"Defective transport of nutrients or water through the intestinal mucous membrane due to unspecified etiology"
"K92.0"|"Definition"|"Vomiting of blood that is either fresh bright red, or older ""coffee-ground"" in character. It generally indicates bleeding of theupper gastrointestinal track."
"L02"|"Definition"|"An abscess is a localized collection of pus in any part of the body that is surrounded by swelling (inflammation).#A furuncle (boil) is a skin infection involving an entire hair follicle and nearby skin tissue.#A carbuncle is a skin infection that often involves a group of hair follicles. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.0"|"Definition"|"Abscess of the face: a localized collection of pus in the skin of the face that is surrounded by swelling (inflammation).#Furuncle (boil) of the face: an infection in the skin of the face involving an entire hair follicle and nearby skin tissue.#Carbuncle of the face: a skin infection that often involves a group of hair follicles on the face. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.1"|"Definition"|"Abscess of the neck: a localized collection of pus in the skin of the neck that is surrounded by swelling (inflammation).#Furuncle (boil) of the neck: an infection in the skin of the neck involving an entire hair follicle and nearby skin tissue.#Carbuncle of the neck: a skin infection that often involves a group of hair follicles on the neck. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.2"|"Definition"|"Abscess of the trunk: a localized collection of pus in the skin of the trunk that is surrounded by swelling (inflammation).#Furuncle (boil) of the trunk: an infection in the skin of the trunk involving an entire hair follicle and nearby skin tissue.#Carbuncle of the trunk: a skin infection that often involves a group of hair follicles on the trunk. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.3"|"Definition"|"Abscess of the buttock: a localized collection of pus in the skin of the buttock that is surrounded by swelling (inflammation).#Furuncle (boil) of the buttock: an infection in the skin of the buttock involving an entire hair follicle and nearby skin tissue.#Carbuncle of the buttock: a skin infection that often involves a group of hair follicles on the buttock. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.4"|"Definition"|"Abscess of the limb: a localized collection of pus in the skin of the limb that is surrounded by swelling (inflammation).#Furuncle (boil) of the limb: an infection in the skin of the limb involving an entire hair follicle and nearby skin tissue.#Carbuncle of the limb: a skin infection that often involves a group of hair follicles on the limb. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.8"|"Definition"|"Abscess: a localized collection of pus in the skin of another site that is surrounded by swelling (inflammation).#Furuncle (boil): an infection in the skin of another site involving an entire hair follicle and nearby skin tissue.#Carbuncle: a skin infection that often involves a group of hair follicles on another site. The infected material forms a lump, called mass, which occurs deep in the skin."
"L02.9"|"Definition"|"Abscess: a localized collection of pus in the skin of an unspecified site that is surrounded by swelling (inflammation).#Furuncle (boil): an infection in the skin of an unspecified site involving an entire hair follicle and nearby skin tissue.#Carbuncle: a skin infection that often involves a group of hair follicles on an unspecified site. The infected material forms a lump, called mass, which occurs deep in the skin."
"L03"|"Definition"|"An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions."
"L03.0"|"Definition"|"An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle of the finger and toe, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions."
"L03.8"|"Definition"|"An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle of other sites, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions."
"L04.1"|"Definition"|"Rapid onset inflammation of the lymph nodes of the trunk"
"L08.0"|"Definition"|"Any purulent skin disease involving either free skin or the adnexal structures. "
"L13"|"Definition"|"Any other condition which includes the development of blisters, the accumulation of fluid between cells in the upper layers of the skin, specifically the epidermis (top layers) or dermis (layer between the epidermis). The type of disease depends upon what level in the skin the blisters form and where they are located on the body."
"L13.9"|"Definition"|"Any unspecified condition which includes the development of blisters, the accumulation of fluid between cells in the upper layers of the skin, specifically the epidermis (top layers) or dermis (layer between the epidermis). "
"L20"|"Definition"|"A chronic inflammatory genetically determined disease of the skin marked by increased ability to form reagin (IgE), with increased susceptibility to allergic rhinitis and asthma, and hereditary disposition to a lowered threshold for pruritus. It is manifested by lichenification, excoriation, and crusting, mainly on the flexural surfaces of the elbow and knee."
"L20.8"|"Definition"|"Any other chronic inflammatory genetically determined disease of the skin marked by increased ability to form reagin (IgE), with increased susceptibility to allergic rhinitis and asthma, and hereditary disposition to a lowered threshold for pruritus. It is manifested by lichenification, excoriation, and crusting, mainly on the flexural surfaces of the elbow and knee."
"L21"|"Definition"|"A chronic inflammatory disease of the skin with unknown etiology. It is characterized by moderate erythema, dry, moist, or greasy  scaling and yellow crusted patches on various areas, especially the scalp, that exfoliate as dandruff. Seborrheic dermatitis is common in children and adolescents with HIV infection."
"L23"|"Definition"|"A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to allergic sensitization to various substances coming in contact with the skin. These substances subsequently produce inflammatory reactions in the skin of those who have acquired hypersensitivity to them as a result of prior exposure."
"L24"|"Definition"|"A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to irritating materials or substances coming in contact with the skin"
"L24.8"|"Definition"|"A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to other irritating materials or substances coming in contact with the skin"
"L25.5"|"Definition"|"A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to various plant substances coming in contact with the skin. These substances subsequently produce inflammatory reactions in the skin of those who have acquired hypersensitivity to them as a result of prior exposure."
"L26"|"Definition"|"Any inflammation of the skin which causes scaling and / or exfoliation of the skin"
"L29"|"Definition"|"An intense itching sensation that produces the urge to rub or scratch the skin to obtain relief."
"L29.1"|"Definition"|"An intense itching sensation that produces the urge to rub or scratch the skin of the scrotum to obtain relief."
"L30"|"Definition"|"Any other inflammation of the skin"
"L30.3"|"Definition"|"Any inflammation of the skin which is transmittable to others"
"L40"|"Definition"|"A common genetically determined, chronic, inflammatory skin disease characterized by rounded erythematous, dry, scaling patches. The lesions have a predilection for nails, scalp, genitalia, extensor surfaces, and the lumbosacral region. Accelerated epidermopoiesis is considered to be the fundamental pathologic feature in psoriasis."
"L40.3"|"Definition"|"A rare skin eruption that is characterized by acute, extensive formation of sterile pustules on the skin of the palms of the hands and soles of the feet, fever, and peripheral blood leukocytosis."
"L43"|"Definition"|"An inflammatory, pruritic disease of the skin and mucous membranes, which can be either generalized or localized. It is characterized by distinctive purplish, flat-topped papules having a predilection for the trunk and flexor surfaces. The lesions may be discrete or coalesce to form plaques. Histologically, there is a ""saw-tooth"" pattern of epidermal hyperplasia and vacuolar alteration of the basal layer of the epidermis along with an intense upper dermal inflammatory infiltrate composed predominantly of T-cells. Etiology is unknown."
"L51"|"Definition"|"A skin and mucous membrane disease characterized by an eruption of macules, papules, nodules, vesicles, and/or bullae with characteristic ""bull's-eye"" lesions usually occurring on the dorsal aspect of the hands and forearms."
"L52"|"Definition"|"An erythematous eruption commonly associated with drug reactions or infection and characterized by inflammatory nodules that are usually tender, multiple, and bilateral. These nodules are located predominantly on the shins with less common occurrence on the thighs and forearms. They undergo characteristic color changes ending in temporary bruise-like areas. This condition usually subsides in 3-6 weeks without scarring or atrophy."
"L55"|"Definition"|"An injury to the skin causing erythema, tenderness, and sometimes blistering and resulting from excessive exposure to the sun. The reaction is produced by the ultraviolet radiation in sunlight."
"L56.3"|"Definition"|"A vascular reaction of the skin characterized by erythema and wheal formation due to localized increase of vascular permeability as a result of exposure to the sun."
"L63"|"Definition"|"A microscopically inflammatory, usually reversible, patchy hair loss occurring in sharply defined areas and usually involving the beard or scalp"
"L70"|"Definition"|"Localized skin inflammation as a result of overactivity of the oil glands at the base of hair follicles. "
"L74"|"Definition"|"Disorder of eccrine sweat, also called miliaria, is due to the occlusion of the eccrine glands, with the subsequent retention of sweat within the skin."
"L74.0"|"Definition"|"A syndrome of cutaneous changes associated with sweat retention and extravasation of sweat at different levels in the skin resulting from apocrine duct obstruction. The sweat then seeps into the epidermis, producing pruritic erythematous papulovesicles. Also known as prickly heat."
"L74.4"|"Definition"|"Abnormally diminished or absent perspiration. Both generalized and segmented (reduced or absent sweating in circumscribed locations) forms of the disease are usually associated with other underlying conditions."
"L75.1"|"Definition"|"A rare condition characterized by the secretion of colored sweat. It is caused by the deposition of lipofuscin in the sweat glands. "
"L80"|"Definition"|"A disorder consisting of areas of macular depigmentation, commonly on extensor aspects of extremities, on the face or neck, and in skin folds. Age of onset is often in young adulthood and the condition tends to progress gradually with lesions enlarging and extending until a quiescent state is reached."
"L81.1"|"Definition"|"Disorders of increased melanin pigmentation that develop without preceding inflammatory disease that result in patchy brown or dark brown skin discoloration."
"L82"|"Definition"|"Benign adnexal neoplasms that present as multiple oval, brown-to-black plaques, located mostly on the chest and back. The age of onset is usually in the fourth or fifth decade."
"L83"|"Definition"|"A circumscribed melanosis consisting of a brown-pigmented, velvety verrucosity or fine papillomatosis appearing in the axillae and other body folds. It occurs in association with endocrine disorders, underlying malignancy, administration of certain drugs, or as in inherited disorder."
"L84"|"Definition"|"Localized hyperplasia of the horny layer of the epidermis due to pressure or friction."
"L88"|"Definition"|"An idiopathic, rapidly evolving, and severely debilitating disease occurring most commonly in association with chronic ulcerative colitis. It is characterized by the presence of boggy, purplish ulcers with undermined borders, appearing mostly on the legs. The majority of cases are in people between 40 and 60 years old. Its etiology is unknown."
"L91.0"|"Definition"|"A sharply elevated, irregularly shaped, progressively enlarging scar resulting from formation of excessive amounts of collagen in the dermis during connective tissue repair. It is differentiated from a hypertrophic scar in that the former does not spread to surrounding tissues."
"L97"|"Definition"|"A lesion on the surface of the skin of the lower limb produced by the sloughing of inflammatory necrotic tissue which is not coded elsewhere."
"L98.0"|"Definition"|"A disorder of the skin, the oral mucosa, and the gingiva, that usually presents as a solitary polypoid capillary hemangioma often resulting from trauma. It is manifested as an inflammatory response with similar characteristics to those of a granuloma."
"M00"|"Definition"|"Inflammation of a joint or joints due to a bacterial infection, typically secondary to haematological spread, which is characterized by joint pain, swelling, pseudoparalysis, fever, and reduced or absent range of motion"
"M17"|"Definition"|"Primary osteoarthritis occuring in an otherwise intact knee joint, involving genetically related, age-related or use-related degeneration with microscopic and macroscopic anatomical changes, which ultimately limit motion in one or more joints. Changes to the joint include increasing cartilage loss and osseous transformation such as sclerosis, osteophyte formation and cysts as well as potential inflammatory changes in surrounding soft tissue structures."
"M18"|"Definition"|"Noninflammatory degenerative disease of one or both of the first carpometacarpal joints"
"M19"|"Definition"|"Noninflammatory degenerative disease of a joint or joints"
"M46"|"Definition"|"Inflammatory joint disease affecting the axial skeleton, not detailed in code series (M45)"
"M48"|"Definition"|"Changes in the structure of the spine causing damage to vertebrae and surrounding tissue secondary to infection, injury, tumors, infections, bone changes that come with age etc. Spinal diseases often limit movement and cause pain when bone changes put pressure on the spinal cord or nerves."
"M50"|"Definition"|"A series of clinical syndromes characterized by traumatic and/or degenerative insult to cervical discs resulting in reduced disc height, stenosis, herniation and/or sequestration, etc resulting in neck and/or arm pain, weakness and/or paresthesias"
"M51.1"|"Definition"|"A series of clinical syndromes which specifically affect the lumbar spine, lumbar discs, intervertebral foramina and/or spinal nerve roots, resulting in nerve root compromise, low back and/or leg pain, weakness and/or paresthesias."
"M60"|"Definition"|"Inflammation of skeletal muscle secondary to infection and/or autoimmune reaction"
"M60.2"|"Definition"|"An immune cell complex formed to sequester inert foreign materials that are too large to be ingested by phages"
"M62.0"|"Definition"|"The pathological separation or tearing of muscle fibers from other muscle fibers, tendons or fascia"
"M62.5"|"Definition"|"A loss of muscle tissue and/or tone secondary to disuse or neurogenic compromise"
"M62.6"|"Definition"|"A stretched or torn muscle usually secondary to traumatic pulling or twisting"
"M65"|"Definition"|"Inflammation of the synovial membrane or lining of the sheath surrounding the tendon, respectively, which is characterized by pain, particularly with motion and intermittent swelling due to effusion."
"M70"|"Definition"|"aka cumulative trauma disorders, a vast array of diagnoses relating to occupational, recreational or habitual activity-related tissue damage that results from repetitive demand over the course of time"
"M70.2"|"Definition"|"A condition characterized by inflammation of the bursa that overlies the olecranon process at the proximal aspect of the ulna"
"M70.3"|"Definition"|"A condition characterized by inflammation of bursae of the elbow not detailed in code (M70.2)"
"M75.0"|"Definition"|"aka ""frozen shoulder,"" an idiopathic condition characterized by the progressive loss of active and passive ranges of motion in a capsular pattern secondary to pain and contracture"
"M77.2"|"Definition"|"Inflammation of tissues around the joints of the wrist"
"M80"|"Definition"|"Bone fracture secondary to a systemic decrease in bone mass, micro-architectural deterioration of bone tissue and concomitant increase in bone fragility."
"M81"|"Definition"|"Susceptibility to bone fracture secondary to a systemic decrease in bone mass and micro-architectural deterioration of bone tissue with concomitant increase in bone fragility."
"M81.0"|"Definition"|"Susceptibility to bone fracture secondary to a systemic decrease in bone mass and micro-architectural deterioration of bone tissue related to hormonal changes associated with menopause"
"M83"|"Definition"|"A disease characterized by defects in bone mineralization and bone softening secondary to vitamin D deficiency."
"M88"|"Definition"|"A disorder characterized by pathologically excessive resorption of bone by multinucleated osteoclasts and abnormal modeling of disorganized, woven bone by osteoblasts with resultant bone vascularization, weakness, enlargement and deformity.  "
"N00"|"Definition"|"A group of disorders that cause swelling or inflammation of the internal kidney structures (specifically, the glomeruli); acute nephritic syndrome is often caused by an immune response that is triggered by an infection or other disease"
"N01"|"Definition"|"aka ""rapidly progressive glomerulonephritis"", a disease of the kidney characterized clinically by a rapid decrease in the glomerular filtration rate (GFR) of at least 50% over a short period, from a few days to 3 months; the main pathologic finding is extensive glomerular crescent formation."
"N02"|"Definition"|"The presence of red blood cells (RBCs) in the urine. In microscopic hematuria, the urine appears normal to the naked eye, but examination with a microscope shows a high number of RBCs. Gross hematuria can be seen with the naked eyethe urine is red or the color of cola.  Usually the blood goes away within 24 hours; if it persists, or frequently comes back, it is regarded as recurrent or persistent."
"N03"|"Definition"|"A long-standing renal syndrome characterized by the presence of glomerular pores which allow proteins and red blood cells to pass into the urine (vs nephrotic syndrome which only allows protein into the urine)"
"N04"|"Definition"|"A condition characterized by severe PROTEINURIA, greater than 3.5 g/day in an average adult. The substantial loss of protein in the urine results in complications such as HYPOPROTEINEMIA; generalized EDEMA; HYPERTENSION; and HYPERLIPIDEMIAS. Diseases associated with nephrotic syndrome generally cause chronic kidney dysfunction."
"N05"|"Definition"|"A renal syndrome characterized by the presence of glomerular pores which allow proteins and red blood cells to pass into the urine (vs nephrotic syndrome which only allows protein into the urine) [NOS]"
"N07"|"Definition"|"A group of inherited conditions characterized initially by HEMATURIA and slowly progressing to RENAL INSUFFICIENCY. The most common form is the Alport syndrome (hereditary nephritis with HEARING LOSS) which is caused by mutations in genes for TYPE IV COLLAGEN and defective GLOMERULAR BASEMENT MEMBRANE"
"N08"|"Definition"|"Diseases classified elsewhere characterized by glomerulonephritis and glomerulosclerosis and ultimately, renal failure. "
"N08.0"|"Definition"|"Infectious and parasitic diseases classified elsewhere resulting in glomerulonephritis, glomerulosclerosis and ultimately, renal failure. "
"N10"|"Definition"|"A disease characterized by inflammation of and generally reversible damage to tubules and/or the interstitium of the kidney, renal tubular dysfunction with or without renal failure. "
"N11"|"Definition"|"A disease characterized by inflammation of and damage to tubules and/or the interstitium of the kidney, interstitial scarring, fibrosis and tubule atrophy resulting in progressive chronic renal insufficiency"
"N12"|"Definition"|"A disease characterized by inflammation of and damage to tubules and/or the interstitium of the kidney while sparing the glomeruli  secondary to immune reaction or toxic agent [chronicity not specified]"
"N13"|"Definition"|"A condition characterized by a blockage in the flow of urine causing it to back up, injuring one or both kidneys."
"N15.1"|"Definition"|"A collection of purulent material in and/or around the kidneys, with a presentation that is insidious (> 14d), secondary to ascending bacterial infection"
"N20"|"Definition"|"Stones in the KIDNEY and/or URETER, usually formed in the urine-collecting area of the kidney (KIDNEY PELVIS). Their sizes vary and most contains CALCIUM OXALATE."
"N21"|"Definition"|"Low-density crystals or stones in the lower part of the URINARY TRACT, including the bladder. Their chemical compositions often include CALCIUM OXALATE, magnesium ammonium phosphate (struvite), CYSTINE, or URIC ACID"
"N22"|"Definition"|"Low-density crystals or stones in any part of the URINARY TRACT secondary to other diseases classified elsewhere"
"N25.8"|"Definition"|"Disorders not detailed in codes N25.0-N25.1 such as lightwood-albright syndrome, renal tubular acidosis NOS and secondary hyperparathyroidism resulting from impaired renal tubular function"
"N25.9"|"Definition"|"Unspecified disorders resulting from impaired renal tubular function"
"N28.9"|"Definition"|"Unspecified disorders of the kidney and ureter"
"N29.1"|"Definition"|"Infectious and parasitic diseases classified elsewhere resulting in disoders of the kidney and/or ureter not detailed in codes N25-N28"
"N30.0"|"Definition"|"Sudden or severe inflammation of the bladder or lower urinary tract secondary to E. coli infection"
"N30.1"|"Definition"|"A condition with recurring discomfort or pain in the URINARY BLADDER and the surrounding pelvic region without an identifiable disease. Severity of pain in interstitial cystitis varies greatly and often is accompanied by increased urination frequency and urgency."
"N32"|"Definition"|"Other bladder disorders not detailed in codes N30-N31"
"N33.8"|"Definition"|"Bladder disorders secondary to diseases classified elsewhere (other than N33.0 tuberculosis cystitis)"
"N34"|"Definition"|"Inflammation involving the URETHRA. Similar to CYSTITIS, clinical symptoms range from vague discomfort to painful urination (DYSURIA), urethral discharge, or both."
"N34.1"|"Definition"|"Inflammation involving the URETHRA. Similar to CYSTITIS, clinical symptoms range from vague discomfort to painful urination (DYSURIA), urethral discharge, or both."
"N36"|"Definition"|"Disorders of the urethra not detailed in codes N34-N36"
"N39.1"|"Definition"|"The presence of proteins in the urine, an indicator of KIDNEY DISEASES."
"N43"|"Definition"|"Accumulation of serous fluid between the layers of membrane (tunica vaginalis) covering the TESTIS in the SCROTUM and/or a cystic dilation of the EPIDIDYMIS, usually in the head portion (caput epididymis); the cyst fluid contains dead SPERMATOZOA and can be easily differentiated from TESTICULAR HYDROCELE and other testicular lesions."
"N45"|"Definition"|"Inflammation of a TESTIS. It has many features of EPIDIDYMITIS, such as swollen SCROTUM; PAIN; PYURIA; and FEVER. It is usually related to infections in the URINARY TRACT, which likely spread to the EPIDIDYMIS and then the TESTIS through either the VAS DEFERENS or the lymphatics of the SPERMATIC CORD and/or Inflammation of the EPIDIDYMIS. Its clinical features include enlarged epididymis, a swollen SCROTUM; PAIN; PYURIA; and FEVER. It is usually related to infections in the URINARY TRACT, which likely spread to the EPIDIDYMIS through either the VAS DEFERENS or the lymphatics of the SPERMATIC CORD."
"N48"|"Definition"|"Other disorders of the penis not detailed in code N47"
"N48.1"|"Definition"|"A disorder characterized by inflammation of the foreskin and glans in uncircumcised males"
"N49.2"|"Definition"|"Typically characterized by superficial inflammation of the scrotal skin associated with poor hygiene and chafing"
"N64.0"|"Definition"|"A deep furrow of the nipple and/or abnormal passage or communication yielding incontinence"
"N64.1"|"Definition"|"A condition (of the breast) in which the death of adipose tissue results in neutral fats being split into fatty acids and glycerol."
"N70"|"Definition"|"Inflammation of the fallopian tube, characterized by a typical inflammatory response (redness and oedema).  It is usually manifested by lower abdominal pain and tenderness, fever, increased pulse rate, hypermenorrhoea and/or metrorrhagia.  The disorder may resolve or result in fibrosis, hydrosalpinx, pyosalpinx, or cyst formation."
"N71"|"Definition"|"A spectrum of inflammation involving the UTERUS and the supporting tissues. It is usually caused by an ascending infection of organisms from the endocervix.  Such inflammation can lead to functional impairment and infertility."
"N72"|"Definition"|"Inflammation of the UTERINE CERVIX."
"N73"|"Definition"|"A spectrum of inflammation involving the female upper genital tract and the supporting tissues in conditions not defined in codes N70-N72"
"N81"|"Definition"|"Abnormal descent of a pelvic organ resulting in the protrusion of the organ beyond its normal anatomical confines. Symptoms often include vaginal discomfort, DYSPAREUNIA; URINARY STRESS INCONTINENCE; and FECAL INCONTINENCE."
"N82"|"Definition"|"Abnormal communication between two internal reproductive organs or between an internal organ and the surface of the body."
"N84.0"|"Definition"|"Discrete abnormal tissue masses that protrude into the lumen of the corpus uteri. Polyps can be spheroidal, hemispheroidal, or irregular mound-shaped structures attached to the MUCOUS MEMBRANE of the lumen wall either by a stalk, pedunculus, or by a broad base."
"N85.4"|"Definition"|"Retroversion and/or incarceration of the uterus secondary to the intermittent myometrial contractions of pregnancy"
"N89.5"|"Definition"|"Narrowing, imperforation or occlusion of the vaginal opening"
"N90.6"|"Definition"|"Enlargement of the female external genitalia, i.e. clitoris, labia, vestibule and/or glands"
"N91.3"|"Definition"|"Idiopathic abnormally infrequent menstruation"
"N92.4"|"Definition"|"aka ""menorrhagia"", excessive uterine bleeding during MENSTRUATION"
"N93.0"|"Definition"|"Vaginal bleeding after sexual contact "
"N95.1"|"Definition"|"Periods characterized by physiological changes associated with the transition period between fertility to infertility, including the permanent cessation of a menstruation."
"N97.0"|"Definition"|"Diminished or absent ability of a female to achieve conception due to anovulation"
"N97.1"|"Definition"|"Diminished or absent ability of a female to achieve conception of tubal etiology"
"N99.9"|"Definition"|"Iatrogenic genitourinary disorder [NOS]"
"O00"|"Definition"|"A condition in which the embryo implants outside the cavity of the uterus. Most ectopic pregnancies (>96%) occur in the fallopian tubes (tubal pregnancy). I can also occur in other locations, such as uterine cervix; ovary; or abdominal cavity."
"O01"|"Definition"|"A hydatidiform mole is a rare mass or growth that forms inside the uterus at the beginning of a pregnancy. It is a type of gestational trophoblastic disease (GTD)."
"O02.1"|"Definition"|"The retention in the uterus of a dead fetus two months or more after its death."
"O03"|"Definition"|"Expulsion of the product of fertilization (or fetus)  before completing the term of gestation and without deliberate interference.  Also known as a miscarriage."
"O10"|"Definition"|"Persistently high systemic arterial blood pressure (exceeding 140/90 mmHg) causing complications during pregnancy, labor, and the period which follows giving birth. "
"O13"|"Definition"|"Persistently high systemic arterial blood pressure (exceeding 140/90 mmHg) caused by pregnancy, without presence of significant amounts of protein in the urine."
"O16"|"Definition"|"Persistently high systemic arterial blood pressure (exceeding 140/90 mmHg) during a the period of pregnancy."
"O21"|"Definition"|"Intractable vomiting that develops in early pregnancy and persists which can lead to dehydration and weight loss."
"O24"|"Definition"|"A heterogeneous group of disorders characterized by hyperglycemia and glucose intolerance during the period of pregnancy"
"O25"|"Definition"|"An imbalanced nutritional status resulted from insufficient intake of nutrients to meet normal physiological requirement during the period of pregnancy."
"O26.9"|"Definition"|"Any condition related to the state or period of pregnancy."
"O31.8"|"Definition"|"Any other complication related to the state or period of pregnancy with multiple fetuses."
"O32"|"Definition"|"Care provided for the pregnant female for incorrect position or orientation of the fetus at near term or during labor, determined by its relation to the spine of the mother and the birth canal."
"O34.0"|"Definition"|"Care provided for the pregnant female necessary due to malformation of the pregnant female's uterus present at or before the time of birth."
"O34.1"|"Definition"|"Care provided for the pregnant female necessary due to the presence of a uterine tumor at the time of pregnancy."
"O34.5"|"Definition"|"Care provided for the pregnant female for any other abnormality associated with the pregnant uterus."
"O34.6"|"Definition"|"Care provided for the pregnant female necessary due to some abnormality of the vagina."
"O35.5"|"Definition"|"Care provided for the pregnant female due to suspected or actual damage to the fetus by some drug."
"O35.7"|"Definition"|"Care provided for the pregnant female due to suspected or actual damage to the fetus by some other medical procedure."
"O36.0"|"Definition"|"Care provided for the pregnant female following rhesus isoimmunization, the process by which fetal Rh+ erythrocytes enter the circulation of an Rh- mother, causing her to produce immuniglobulin G antibodies, which can cross the placenta and destroy the erythrocytes of Rh+ fetuses."
"O45.0"|"Definition"|"Premature separation of the normally implanted placenta from the uterus with associated hemorrhage due to abnormalities in blood coagulation"
"O60"|"Definition"|"Childbirth before 37 weeks of pregnancy (259 days from the first day of the mother's last menstrual period, or 245 days after fertilization)."
"O62.4"|"Definition"|"Contractions of the uterine muscle which are excessively long, strong or unequal."
"O70"|"Definition"|"Irregular tearing of the body region lying between the vulva and the anus during delivery of the fetus."
"O71"|"Definition"|"Any other wound or injury inflicted on the body of the pregnant female as a result of pregnancy, labor, or the puerperium, or conditions associated with these."
"O71.0"|"Definition"|"Forcible or traumatic tear or break of the uterus (the hollow thick-walled muscular organ in the female pelvis) prior to the onset of the repetitive uterine contractions associated with childbirth."
"O71.5"|"Definition"|"Any other wound or injury inflicted to the pelvic organs of the pregnant female as a result of pregnancy, labor, or the puerperium, or conditions associated with these."
"O71.7"|"Definition"|"A collection of blood outside the blood vessels within the pelvis during pregnancy, labor, or the puerperium."
"O75.2"|"Definition"|"An abnormal elevation of body temperature during the period of repetitive uterine contractions associated with childbirth."
"O86.2"|"Definition"|"Inflammatory responses of the epithelium of the urinary tract to microbial invasions following childbirth. They are often bacterial infections with associated bacteruria and pyuria."
"O86.8"|"Definition"|"Any other specified infection occurring in puerperium, the period of 6-8 weeks after giving birth."
"O90.3"|"Definition"|"A group of diseases in which the dominant feature is the involvement of the cardiac muscle itself occurring in puerperium, the period of 6-8 weeks after giving birth.. Cardiomyopathies are classified according to their predominant pathophysiological features or their etiological/pathological factors."
"O90.9"|"Definition"|"Any complication occurring in puerperium, the period of 6-8 weeks after giving birth, which is not otherwise specified."
"O92.1"|"Definition"|"Cracks of the skin in the areola of the breast associated with childbirth and breast feeding. The causes of a cracked nipple include delicate nipple skin of the mother and forceful sucking and chewing of the baby because of a flat, sinking or a small nipple, or due to insufficient lactation."
"O92.3"|"Definition"|"Failure of the secretion of milk from any cause other than the normal ending of the lactation period."
"O92.6"|"Definition"|"Excessive or inappropriate lactation in females or males, and not necessarily related to pregnancy. Galactorrhea can occur either unilaterally or bilaterally, and be profuse or sparse. Its most common cause is hyperprolactinemia."
"O95"|"Definition"|"The death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and the site of the pregnancy, from unspecific cause related to or aggravated by pregnancy or its management."
