"Code 1"	"Code 2"	"Code 3"	"Original Source"	"Original Code"	"English Title"	"Chinese Title"	"Japanese Title"	"Korean Title"	"English Definition"	"Chinese Definition"	"Japanese Definition"	"Korean Definition"	"Type"
"06"	"04"	200	"GB 97"	22.38	"Lumbago"	"腰痛"			"It refers to pain in the waist and spine or both sides of the spine. It is usually caused by kidney system disease or traumatic lumbar injury, overstrain, invasion of cold dampness or dampness heat. It can be seen in kidney system diseases, impediment, stranguria, gynecological diseases, acute lumbar sprain, lumbar impediment or sciatica."	"自觉腰部脊柱或其两侧疼痛的症状。多因肾系病变及腰部外伤、劳损，寒湿或湿热侵着等所致。肾系疾病和痹病类、淋病类疾病，妇科经带疾病，急性腰扭伤、腰痹、偏痹等，均常见腰痛。"			"D"
"06"	"04"	300	"KCDOM-3"	"U20.5"	"Limb flaccidity"	"解㑊證"		"해역증"					"D"
"06"	"04"	310	"KCDOM-3"	"U23.9"	"Wilting disease"	"痿證"		"위증"	"weakness and limpness of the sinews that in severe cases leads to muscular atrophy and prevents the lifting of the legs and arms, the same as atrophyflaccidity"				"D"
"06"	"05"				"Other Conditions of the Musculoskeletal System and Connective Tissue"								
"06"	"05"	"100"	"GB 97"	"12.10.7"	"Crane knee tuberculosis [wind]"	"鹤膝痰［风］"			"It refers to tuberculosis located in the knee joints, featured by swollen knees but thin thighs and shins, which look like crane knees."	"发生于膝关节，日久膝肿粗大，上下股胫枯细，形如鹤膝，属于流痰的痨病类疾病。"			"D"
"06"	"05"	"200"	"GB 97"	"12.10"	"Flowing phlegm(tuberculosis of bone and joint)"	"流痰"			"It is located in the bones and joints, usually caused by congenital deficiency, kidney deficiency with weakness of bones, complicated by attack of mycobacterium tuberculosis, resulting in acccumulation of phlegm turbidity and injury of joint. Clinical manifestations are gradual onset and pustulation, clear and thin pus mingled with cloudy substance, slow process of healing, usually involving sinews and bones, forming abscess or fistula."	"多因先天不足，肾亏骨弱，复感痨虫，痰浊凝聚，蚀伤关节所致。以发生于骨与关节，起病缓，化脓迟，溃后流脓清稀或夹败絮样物，不易愈合，多损伤筋骨，形成脓肿或窦道等为主要表现的痨病类疾病。同义词：骨痨"			"D"
"07"					"Conditions of Childhood and Adolescence"								"D"
"07"	"11"		"KCDOM-3"	"U33.7"	"Retardations"	"遲證"		"지증"	"retarded development in infants covering standing,
walking, hair-growth, tooth eruption and speaking"				"D"
"07"	"12"		"KCDOM-3"	"U33.0"	"Growth fever"	"變蒸"		"변증"	"a physiological phenomenon due to the growth and development of the child"				"D"
"07"	"21"		"KCDOM-3 and GB 97"	"U33.3 and 16.29"	"Infantile convulsion"	" 小儿惊风"		"경풍"	"infantile diseases marked by convulsions, spasm, and loss of  consciousness"	"因多种原因、多种疾病所致。以小儿神昏、惊厥、抽搐为主要表现的痉病类疾病。"			"D"
"07"	"22"		"KCDOM-3"	"U33.4"	"Fright seizure"	"客忤"		"객오"	"a seizure of fright that causes vomiting, abdominal
pain, and even convulsions"				"D"
"07"	"31"		"KCDOM-3"	"U33.2"	"Night crying"	"夜啼"		"야제"	"morbid night crying in babies, but quiet at daytime"				"D"
"07"	"41"		"KCDOM-3 and GB 97"	"U33.5 AND 16.23"	"Infantile Malnutrition"	" 疳病"		"감병"	"a chronic nutritional disorder of infants with emaciation and weakness"	"因喂养不当，损伤脾胃，津气耗伤，影响生长发育。以全身虚弱羸瘦为主要表现的营养缺乏性疾病。"			"D"
"07"	"42"		"GB 97"	16.24	"Retention of food"	"积滞"			"It is caused by impairment of the spleen and stomach due to the retention of food. Clinical manifestations are diarrhea or constipation, vomiting and infantile epigastric and abdominal distention and pain."	"因乳食内积，脾胃受损所致。以小儿腹泻或便秘，呕吐，腹胀腹痛为主要表现的肠胃疾病。"			"D"
"07"	"43"		"KCDOM-3"	"U33.1"	"Dribbling"	"滯頤"		"체이"	"salivation in an infant with wet cheeks"				"D"
"07"	"51"		"GB 97"	16.21	"Diaper dermatitis"	"臀红"			"It is caused by contact with wet diapers. Clinical manifestations are macula, ulceration and exudation at the hip, perineum, vulva, scrotum and medial side of the thigh of infants."	"因尿布浸渍所致。以婴儿臀部、会阴、阴囊、大腿内侧皮肤出现红斑、糜烂、渗液为主要表现的小儿皮肤疾病。同义词：湮尻疮"			"D"
"07"	"52"		"GB 97"	16.11	"Infantile eczema"	"奶[胎]癣"			"It is caused by the invasion of wind, dampness and heat into the skin. Clinical manifestations are wet or dry skin rash over the head or face and other parts of the body during lacatation."	"因风湿热邪浸淫皮肤所致。以哺乳期婴儿头面或身体其他部位出现湿性或干性皮疹为主要表现的湿疮类疾病。"			"D"
"07"	"53"		"GB 97"	16.8	"Thrush"	"鹅口疮"			"It is caused by attack of virulent toxin and accumulation of heat in the heart and spleen that attack the tongue and mouth. Clinical manifestations are flake-shaped crusts in the oral cavity that looks like goose mouth."	"因感受邪毒，心脾积热，上熏口舌所致。以口腔、舌上出现片状白屑，状如鹅口为主要表现的口腔疾病。同义词：雪口"			"D"
"07"	"61"		"KCDOM-3"	"U33.8"	"Stiffness"	"硬證"		"경증"	"stiffness of the hand, foot, waist, flesh and neck in the newborn due to a congenital defect"				"D"
"07"	"62"		"KCDOM-3"	"U33.6"	"Limpness; flaccidity"	"軟證"		"연증"	"flaccidity of the neck, nape, extremities, muscles and mastication as striking features of delayed growth and mental retardation in infants"				"D"
"08"			"KCDOM-3"	"U32"	"Diseases of the female genitourinary system and related to pregnancy"			"여성비뇨생식기 및 분만관련 질환"					"D"
"08"	"01"				"Conditions Related to Menstruation"								
"08"	"01"	"110"	"GB 97"	14.5	"Scanty menstruation"	"月经过少"			"It is usually caused by weakness of blood sea (womb) due to insufficiency of essence and blood, or unsmooth flow of blood due to blockage of meridians. Clinical manifestations are scanty menstruation with the duration less than 2 days."	"多因精血亏少，血海失充，或经脉阻滞，血行不畅所致。以月经血量较常量明显较少，甚至点滴即净，或经行时间不足2天，经量亦少为主要表现的月经类疾病。"			"D"
"08"	"01"	"120"	"GB 97"	14.8	"Amenorrhea"	"闭经"			"It is usually caused by insufficiency of liver and kidney, deficiency of qi and blood, yin deficiency with blood dryness, emptiness of blood sea, or invasion of tuberculosis elements into the womb, or qi stagnation and blood stasis, and obstruction of phlegm dampness in the thoroughfare and conception vessels. Clinical manifestations are absence of menarche in females over 18 years old, or absence of menstruation for 3 months without pregnancy."	"多因肝肾不足、气血亏虚、阴虚血燥，血海空虚，或因痨虫侵及胞宫，或气滞血瘀、痰湿阻滞冲任所致。以女子年逾18周岁月经尚未初潮，或已行经、非怀孕而又中断达3个月以上为主要表现的月经类疾病。"			"D"
"08"	"01"	"210"	"GB 97"	14.6	"Menostaxis"	"经期延长"			"It is usually caused by yin deficiency with interior heat, qi deficiency failing to check blood, or obstruction of stagnant blood in the thoroughfare and conception vessels, resulting in outflow of blood. Clinical manifestations are menstruation lasting for over 7 days with normal menstrual cycle."	"多因阴虚内热、气虚血失统摄，或瘀阻冲任、血不归经等所致。以行经持续时间达7天以上，甚至淋漓半月始净，而月经周期基本正常为主要表现的月经类疾病。"			"D"
"08"	"01"	"220"	"GB 97"	14.4	"Hypermenorrhea"	"月经过多"			"It is usually caused by qi deficiency with weakness of thoroughfare and conception vessels or injury of thoroughfare and conception vessels by heat, resulting in wanton running of blood. Clinical manifestations are excessive menses with normal period and cycle."	"多因气虚冲任不固，或热伤冲任，迫血妄行所致。以月经血量较常量明显增多，而周期、经期基本正常为主要表现的月经类疾病。"			"D"
"08"	"01"	"300"	"GB 97"	14.3	"Irregular menstruation"	"月经先后无定期"			"It is usually caused by liver depression or kidney deficiency, resulting in disharmony of thoroughfare and conception vessels, or dysfunction of the womb in storing and discharging. Clinical manifestations are preceded or delayed menstrual cycle for over 7 days."	"多因肝郁、肾虚，冲任失调，血海蓄溢失常所致。以月经周期时而提前，时而延后达7天以上为主要表现的月经类疾病。"			"D"
"08"	"01"	"310"	"GB 97"	14.1	"Advanced menstruation"	"月经先期"			"It is usually caused by weakness of the thoroughfare and conception vessels due to qi deficiency, or disturbance of blood sea (womb) due to heat in the thoroughfare and conception vessels. Clinical manifestations are menstruation 7 days earlier than usual for over 2 consecutive cycles."	"多因气虚冲任不固，或热扰冲任，血海不宁所致。以月经周期提前7天以上，连续2个周期以上为主要表现的月经类疾病。"			"D"
"08"	"01"	"320"	"GB 97"	14.2	"Delayed menstruation"	"月经后期"			"It is caused by kidney deficiency, blood deficiency, insufficiency of thoroughfare and conception vessels, or blood cold, qi stagnation, obstruction of phlegm dampness in the thoroughfare and conception vessels. Clinical manifestations are menstruations 7 days later than usual for over 2 consecutive cycles."	"因肾虚、血虚，冲任不足，或血寒、气滞、痰湿阻滞冲任等所致。以月经周期延后7天以上，连续2个周期以上为主要表现的月经类疾病。"			"D"
"08"	"01"	"400"	"GB 97"	14.7	"Dysmenorrhea"	"痛经"			"It is usually caused by emotional factors, six excesses that result in the blockage of thoroughfare and conception vessels, or atrophy of uterine vessel due to insufficient essence and blood. Clinical manifestations are lower abdominal pain, or pain involving the lumbosacral region, and even coma due to pain during menstruation."	"多因情志所伤、六淫为害，导致冲任阻滞，或因精血不足，胞脉失于濡养所致。以经期或经行前后周期性出现小腹疼痛，或痛引腰骶，甚至剧痛昏厥为主要表现的月经类疾病。"			"D"
"08"	"01"	"410"	"GB 97"	14.9	"Metrostaxis and metrorrhagia"	"崩漏病"			"It is usually caused by kidney deficiency, spleen deficiency, blood heat, blood stasis, and dysfunction of thoroughfare and conception vessels in checking the blood. Clinical manifestations are irregular menstruation and uterine hemorrhage."	"多因肾虚、脾虚、血热、血瘀，冲任不能约制经血所致。以月经周期紊乱，子宫出血如崩似漏为主要表现的月经类疾病。"			"D"
"08"	"01"	420	"KCDOM-3"	"U32.1"	"Flooding and spotting"	"崩漏"		"붕루"	"sudden onset of profuse uterine bleeding or incessant dripping of blood, occurring not in the regular menstruation period, the same as metrorrhagia"				"D"
"08"	"02"				"Conditions Related to Pregnancy"								
"08"	"02"	"100"	"GB 97"	15.6	"Morning sickness"	"恶阻"			"同义词：妊娠呕吐"	"因冲脉之气上逆，胃失和降所致。以妊娠期出现恶心呕吐，厌食，甚至食入即吐为主要表现的妊娠疾病。同义词：妊娠呕吐"			"D"
"08"	"02"	"110"	"GB 97"	15.23	"Eclampsia"	"子痫"			"It is usually caused by interior stirring of liver wind, or by upward harassment of phlegm fire. Clinical manifestations are sudden onset of dizziness, falling, unconsciousness, spasmodic limbs, stiff body, staring up, recurrent seizure, even coma that may occur during pregnancy, or before and after labor."	"多因肝风内动，或痰火上扰所致。以妊娠晚期或正值产时或产后，出现忽然眩晕倒仆，昏不知人，四肢搐搦，全身强直，双目上视，时醒时发，甚或昏迷不醒等为主要表现的妊娠疾病。"			"D"
"08"	"02"	200	"KCDOM-3"	"U32.4"	"Pregnancy suspension"	"子懸"		"자현"	"feeling of pressure in the abdomen and thorax, even with dyspnea and irritability, during pregnancy, the same as gravid oppression or upward flow of fetus qi"				"D"
"08"	"02"	"300"	"GB 97"	15.8	"Excessive movement of fetus"	" 胎动不安"			"It is usually caused by disharmony of qi and blood in thoroughfare and conception vessels, and weakness of fetus. Clinical manifestations are lumbar soreness, abdominal pain or sense of prolapse and pain in the lower abdomen,or small amount of hemorrhage from the vagina during pregnancy."	"多因冲任气血不和，胎元不固所致。以妊娠期仅有腰酸腹痛或下腹坠胀，或伴有少量阴道出血为主要表现的妊娠疾病。"			"D"
"08"	"03"				"Conditions Related to Fertility"								
"08"	"03"	"100"	"GB 97"	14.25	"Sterility"	"不孕"			"It is caused by kidney deficiency, liver depression, phlegm dampness, and blood stasis, resulting in dysfunction of thoroughfare and conception vessels as well as the uterus. It refers to a pathological condition in which a woman fails to become pregnant 2 years after normal sexual life or after last time of pregnancy without taking any contraceptive measures in spite of the fact that her husband is normal in reproductive function."	"因肾虚、肝郁、痰湿、血瘀，使冲任、胞宫功能失调所致。以育龄期妇女婚后或末次妊娠后，夫妇同居2年以上，男方生殖功能正常，未避孕而不受孕为主要表现的妇科疾病。"			"D"
"08"	"04"				"Conditions Related to the Puerperium"								
"08"	"04"	100	"KCDOM-3"	"U32.6"	"Puerperal abdominal pain"	"兒枕痛"		"아침통"					"D"
"08"	"04"	200	"KCDOM-3"	"U32.7"	"Puerperal wind"	"産後風"		"산후풍"					"D"
"08"	"05"				"Other Conditions related to Pregnancy and the Female GU System"								
"08"	"05"	"100"	"GB 97"	15.59	"Hypogalactia"	"缺乳"			"It is usually caused by failure of lactation due to deficiency of qi and blood, or galactostasis due to liver qi depression. Clinical manifestations are scanty lactation or lack of lactation."	"多因气血不足，不能生乳，或肝气郁结，乳汁阻滞所致。以产妇在哺乳期乳汁甚少或全无为主要表现的产后疾病。同义词：乳汁不出"			"D"
"08"	"05"	"200"	"KCDOM-3"	"U32.0"	"Vaginal discharge"	"帶下"		"대하"	"(1) normal discharge from the vagina; (2) diseases characterized by discharge from the vagina, the same as leukorrhea"				"D"
"08"	"05"	"201"	"GB 97"	14.22	"Leukorrheal diseases"	" 带下病"			"It is caused by dampness heat, dampness toxin, or spleen deficiency, kidney deficiency. Clinical manifestations are leukorrhea with abnormal color, quality and smell, or accompanied by localized or systemic symptoms."	"因湿热、湿毒，或脾虚、肾虚等所致。以带下量明显增多，或色、质、气味异常，或伴有局部或全身症状为主要表现的妇科疾病。"			"D"
"08"	"05"	"300"	"GB 97"	15.49	"（postpartum）lochiorrhea"	"（产后）恶露不绝[净]"			"It is usually caused by blood heat, blood stasis, qi deficiency, and abnormal circulation of qi and blood, or attack of virulent toxin. Clinical manifestation is the presence of lochia for 3 consecutive weeks."	"多因血热、血瘀、气虚，气血运行失常，或感染邪毒所致。以恶露持续3周以上仍淋漓不净为主要表现的产后疾病。"			"D"
"08"	"05"	"400"	"GB 97"	14.22	"Premenopausal and postmenopausal symptoms"	"绝经前后诸症"			"It is usually caused by decline of kidney qi, exhaustion of reproductive substance and imbalance of yin and yang. Clinical manifestations are temporary or persistent irregular menstruation before and after menstruation, heat sensation with sweating, dizziness, tinnitus, insomnia, forgetfulness, palpitation, restlessness, irritation, edema, diarrhea, or dry and itching skin."	"多因肾气渐衰，天癸将竭，阴阳失调所致。以妇女在绝经前后，或轻或重、或久或暂出现月经紊乱，烘热汗出，头晕耳鸣，失眠健忘，心悸，烦躁易怒，浮肿便溏，皮肤燥痒等为常见表现的妇科疾病。"			"D"
"08"	"05"	"500"	"GB 97"	"14.30"	"Stony uterine mass"	"石瘕"			"It is usually caused by stasis of qi and blood that causes tumor in the uterus. Clinical manifestations are advanced and/or prolonged menstruation and metrorrhagia."	"多因气血瘀滞等，使胞宫宫体生瘤所致。以月经周期提前，经期延长，经量增多为主要表现的妇科疾病。"			"D"
"08"	"05"	600	"KCDOM-3"	"U32.3"	"Vaginal flatus"	"陰吹"		"음취"	"noisy expulsion of gas from the vagina"				"D"
"09"			"KCDOM-3"	"U29"	"Conditions of the skin and subcutaneous tissue"			"피부 및 피하조직의 질환"					"D"
"09"	"01"				"Common Eruptive Conditions of the Skin and Subcutaneous Tissue"								
"09"	"01"	"100"	"GB 97"	"13.20"	"Eczema"	"湿疮［疡］"			"It is caused by the invasion of pathogenic wind, dampness and heat in the skin due to congenital deficiency. Clinical manifestations are skin rash of various forms, exudation, incrustation and pruritus."	"因禀性不耐，风湿热邪客于肌肤所致。以皮肤呈多型性皮疹，渗液，结痂，瘙痒为主要表现的一类皮肤疾病。"			"D"
"09"	"01"	"200"	"GB 97"	12.1	"Boil; furuncle"	"疖"			"It is caused by invasion of fire, heat and virulent pathogenic factors into the shallow part of the skin and muscle. Clinical manifestations are local redness, swelling, feverishness and pain, usually healing after drainage of pus."	"肌肤浅表部位感受火热毒邪所致。以局部红肿热痛，根浅、脓出即愈为主要表现的疮疡类疾病。"			"D"
"09"	"01"	210	"KCDOM-3 and GB 97"	"U29.3 and 12.2"	"Furuncle"	" 疔疮"		"절증"	"an acute localized inflammation of the skin, having a hard central core, and forming pus, also known as boil"	"泛指因竹木刺伤，或感受疫毒、疠毒、火毒等邪所致。好发于颜面、四肢，一般具有形小、根深、坚硬如钉，肿痛灼热，反应剧烈，易于走黄、损筋伤骨为主要表现的疮疡类疾病。"			"D"
"09"	"01"	220	"KCDOM-3"	"U29.4"	"Deep-rooted boil"	"疔證"		"정증"	"a boil with its central core deeply rooted"				"D"
"09"	"01"	300	"KCDOM-3"	"U29.2"	"Carbuncle"	"疽證"		"저증"	"a necrotizing infection of skin and subcutaneous tissue with multiple openings for the discharge of pus and sloughing of dead tissue"				"D"
"09"	"01"	"310"	"GB 97"	12.5	"Headed carbuncle"	"有头疽"			"It is caused by attack of wind heat, dampness heat, or fire toxin, resulting in the stagnation of qi and blood in the skin and muscle. Clinical manifestations are localized redness, swelling, pain and heat sensation that spread to the deeper and surrounding parts, beehive-shaped after ulceration, over 9 cm (even more than 30cm) in diameter, tending to cause inner invasion of gangrene toxin."	"因外感风热、湿热、火毒之邪，气血瘀滞，结聚于肌肤间所致。以局部红肿热痛，易向深部及周围扩散；有多个脓栓堆积，溃后形如蜂窝，直径超过9cm，甚至大于30cm，易致疽毒内陷为主要表现的疮疡类疾病。"			"D"
"09"	"01"	"320"	"GB 97"	12.6	"Headless carbuncle"	"无头疽"			"It generally refers to carbuncles and sores located in the bones and joints, featured by localized diffusive swelling, normal skin color, severe pain, slow process of subsiding, suppurating and healing, usually involving the sinews and bones."	"泛指发于骨与关节间，以患部漫肿、皮色不变、疼痛彻骨，难消、难溃、难敛，溃后多损伤筋骨为主要表现的疮疡类疾病。"			"D"
"09"	"01"	"400"	"GB 97"	13.3	"Wart"	"疣"			"It is usually caused by accumulation of wind, dampness and heat, complicated by attack of virulent toxin. Clinical manifestations are benign neoplasm at the superficial part of skin."	"因风湿热邪蕴结，兼感邪毒所致。以皮肤浅表处发生良性赘生物为主要表现的皮肤疾病。"			"D"
"09"	"02"				"Rash and Rash-Like Conditions"								
"09"	"02"	"100"	"GB 97"	13.23	"Urticaria (Rubella)"	"瘾疹"			"It is caused by the attack of pathogenic wind. Clinical manifestations are pea-sized and piled elevated macula after scratching, characterized by no fixed location, frequent change and no scar after healing."	"因风邪外侵所致。以身体瘙痒，搔之出现红斑隆起，形如豆瓣，堆累成片，发无定处，忽隐忽现，退后不留痕迹为主要表现的皮肤疾病。同义词：风疹块"			"D"
"09"	"02"	"110"	"GB 97"	13.2	"Snake-clustered sores (snake-shaped herpes zoster, herpes zoster around the waist and hypochondria)"	"蛇串疮"			"It is caused by dampness heat in the liver and spleen which accumulates in the skin along meridians, complicated by attack of virulent toxin. Clinical manifestations are painful skin rashes with blisters in a confined area on one side of the body."	"因肝脾湿热，循经蕴肤，兼感邪毒所致。以成簇水疱沿身体单侧呈带状分布，排列宛如蛇形，疼痛剧烈为主要表现的疱疹类皮肤病。同义词：蛇丹；缠腰火丹"			"D"
"09"	"02"	"200"	"GB 97"	12.3	"Erysipelas"	" 丹毒 "			"It is usually caused by fire toxin due to the injury of skin and membrane, which combines with blood heat and retains in the skin. Clinical manifestations are sudden onset of patches of erythematous skin; red, warm, swollen and painful rashes with rapid development."	"多先由皮肤、黏膜破损，外受火毒与血热搏结，蕴阻肌肤，不得外泄所致。以患部突然皮肤鲜红成片、色如涂丹，灼热肿胀，迅速蔓延为主要表现的皮肤的疾病。"			"D"
"09"	"02"	"300"	"GB 97"	13.28	"Ichthyosis"	"蛇皮癣"			"It is caused by wind dryness due to blood deficiency and malnourishment of skin, or genetic defects. Clinical manifestations are dry skin at four limbs and the trunk with scanty sweating, resembling snake skin squamae."	"因血虚风燥，皮肤失于濡养，或为遗传所致。以四肢、躯干皮肤干涩少汗，有蛇皮样鳞屑为主要表现的皮肤疾病。"			"D"
"09"	"03"				"Ulcerative Conditions"								
"09"	"03"	"100"	"KCDOM-3"	"U29.0"	"Sore"	"瘡證"		"창증"	"a general term for suppurative diseases of the body surface.  May also be called ulcer"				"D"
"09"	"03"	"110"	"GB 97"	12.14	"Bed sore"	"褥［席］疮"			"It is usually caused by prolonged confinement to bed with unsmooth flow of qi and blood which leads to atrophy and friction of skin, resulting in the skin injury, frequently occurring in the coccyx, elbow and spinal part. Clinical manifestation is localized superficial skin injury with slow recovery."	"多因久病卧床，气血运行失畅，肌肤失养，长期摩擦，皮肤损坏。多发于尾骶、肘踝、背脊等容易受压部位，以局限性浅表皮肤破损，疮口经久不愈为主要表现的疮疡类疾病。"			"D"
"09"	"03"	"120"	"GB 97"	13.1	"Heat [qi] sore (Scorching Sore)"	"热（气）疮"			"It is caused by attack of wind heat, or interior heat of lung and stomach, or febrile disease. Clinical manifestations are clusters of blisters on the boundary of skin and membrane, erosion, suppuration, incrustation, itching and pain."	"因外感风热，或肺胃内热，或热病伴发所致。以皮肤黏膜交界处发生成簇水泡、糜烂、破溃、结痂，痒痛相兼为主要表现的疱疹类皮肤病。同义词：火燎疮"			"D"
"09"	"03"	200	"KCDOM-3"	"U29.1"	"Abscess"	"癰證"		"옹증"	"a pyogenic infection with localized collection of pus buried in tissues or organs"				"D"
"09"	"03"	"201"	"GB 97"	12.9	"Multiple abscess"	"流注"			"It is caused by attack of virulent factors that run into the blood vessels and retain in the deep part of the muscles. Clinical manifestations are diffusive swelling, slight fever with pain, normal skin color with pus inside."	"因感染邪毒，流窜血络，阻于肌肉深部所致。以一处或数处漫肿，微热疼痛，皮色如常，内有脓液为主要表现的痈病类疾病。"			"D"
"09"	"03"	202	"KCDOM-3"	"U29.6"	"Deep multiple abscess"	"流注"		"유주"	"a secondary abscess, usually multiple, deeply located, and distant from the primary lesion, also called metastatic abscess"				"D"
"09"	"03"	"210"	"GB 97"	11.8	"Breast abscess"	"乳痈"			"It is caused by nipple fissure with contraction of exogenous pathogenic wind, or transformation of milk accumulation and breast collateral stagnation into heat. Clinical manifestations are lumps in the breast with swelling and pain, and discharge of thick pus after ulceration."	"因乳头破碎，风邪外袭，或乳汁淤积，乳络阻滞，郁而化热所致。以乳房部结块、肿胀疼痛，溃后脓出稠厚为主要表现的痈病类疾病。"			"D"
"09"	"03"	"220"	"GB 97"	11.3	"Goiter abscess"	"瘿痈"			"It is caused by combination of stagnant fire in the interior and contraction of wind-heat in the exterior. Clinical manifestations are hard nodules at both sides of the larynx with normal color and slight burning sensation, and referred occipital pain, usually accompanied by fever, and rare suppuration."	"因内有郁火，外感风热邪毒所致。以结喉两旁结块肿硬，皮色不变，微有灼热，痛引耳后枕部，常伴发热，较少化脓为主要表现的瘿病类疾病。"			"D"
"09"	"04"				"Other Infections and Inflammations of the Skin and Subcutaneous Conditions"								
"09"	"04"	"100"	"GB 97"	13.9	"Tinea pedis"	"脚湿气"			"It is caused by downward flow of dampness heat, or wind dryness due to blood deficiency, complicated by virulent toxin. Clinical manifestations are blisters at the toes with ulceration and subjective feeling of severely itching."	"因湿热下注，或血虚风燥，兼感邪毒所致。以足丫水疱、浸渍糜烂，自觉剧痒为主要表现的癣病类疾病。同义词：臭田螺"			"D"
"09"	"04"	"110"	"GB 97"	13.8	"Goose web wind（tinea manuum)"	"鹅掌风"			"It is caused by invasion of wind dampness into the skin, or wind dryness due to blood deficiency. Clinical manifestations are rough and thick blisters in the palm with desquamation, fissure and subjective feeling of itching and pain."	"因风湿蕴肤，或血虚风燥所致。以手掌水疱脱屑、粗糙、变厚、干燥皲裂，自觉痒痛为主要表现的癣病类疾病。"			"D"
"09"	"04"	"200"	"GB 97"	13.19	"Scabies"	"疥疮"			"It is caused by invasion of sarcoptic mite into the skin. Clinical manifestations are herpes at the webs, carpal, elbow fossa, peripheral umbilicus, hip and exterior genitals with itching worsened at night and presence of sarcoptic mite. It can be divided into dry, damp, parasite, prurigo and pustulent types."	"因疥虫侵袭皮肤所致。以指缝、腕、肘窝、脐周、阴股部等处皮肤发生疱疹，夜间痒甚，可找到疥虫为主要表现的传染性皮肤疾病。有干、湿、虫、砂、脓疥之分。"			"D"
"09"	"04"	"210"	"GB 97"	13.15	"Tinea circinate"	"圆癣"			"It is caused by accumulation of dampness heat and complicated by attack of virulent toxin. Clinical manifestations are red papula, blister, incrustation, desquamation, circular shape and pruritus."	"因湿热内蕴，外感邪毒所致。以皮肤平滑处起红疹、水疱、结痂、脱屑，呈环状有框廓，瘙痒为主要表现的癣病类疾病。同义词：钱癣；金钱癣"			"D"
"09"	"04"	"300"	"GB 97"	12.22	"Chilblain"	"冻疮"			"It is caused by invasion of pathogenic cold, resulting in coagulation of regional blood vessel and malnourishment of skin. Clinical manifestations are swelling, redness and cold sensation, itching and pain, even purple and black skin with ulceration in the dorsum of hand and foot, auricle, and cheeks."	"因寒邪侵袭，局部血脉凝滞，肌肤失却温煦所致。以手背、足背、耳廓、面颊等处红肿发凉、瘙痒疼痛，甚至皮肤紫暗、溃烂为主要表现的疮疡类疾病。"			"D"
"09"	"04"	400	"KCDOM-3"	"U29.5"	"Effusion"	"發證"		"발증"	"acute, diffuse and suppurative inflammation of the subcutaneous tissue"				"D"
"09"	"04"	"400"	"GB 97"	12.12	"Ecthyma"	"臁疮"			"It is caused by infection due to the injury of the calf skin, or downward flow of dampness heat, and qi stagnation with blood stasis which transforms into heat. It usually occurs in between the skin and muscle at the lower one third of the calf, characrerized by suppuration with slow process of healing or repeated attack due to traumatic injury."	"因小腿皮肤破损染毒，或湿热下注，瘀久化热等所致。发生于小腿下三分之一处的皮肤和肌肉间，经久不易收口，即敛又每因碰撞而复发为主要表现的慢性疮疡类疾病。"			"D"
"09"	"04"	500	"KCDOM-3 and GB 97"	"U29.7 AND 11.1"	"Qi goiter"	"气瘿"		"기영"	"A goiter that is painless and soft to the touch and that swells and shrinks with the patient’s moods.  It may be diffusive swelling at both sides of the larynx without clear boundary but with normal color and softness, sometimes accompanied by nodules."	"因肝郁气滞，冲任失调，或饮用高山恶水，使痰气互结，搏于颈前所致。以颈前结喉两侧呈弥漫性肿大，边缘不清，皮色不变，按之柔软，偶有结块为主要表现的瘿病类疾病。"			"D"
"09"	"04"	"500"	"GB 97"	12.11	"Scrofula"	"瘰疬"			"It is usually caused by liver depression and qi stagnation as well as coagulation of phlegm turbidity, yin deficiency with exuberant fire, and attack of mycobacterium tuberculosis, resulting in coagulation of phlegm, fire and toxin. Clinical manifestations are pea-sized lump with smooth surface at the neck like stringed beads which are not red and painful, discharging thin and clear pus mingled with cloudy substance after suppuration, and tending to develop fistula."	"多因肝郁气滞，痰浊凝聚，或因阴虚火旺，感染痨虫，痰火凝结所致。以颈部缓慢出现豆粒大小圆滑肿块，累累如串珠，不红不痛，溃后脓水清稀，夹有败絮状物，易成瘘管为主要表现的痨病类疾病。"			"D"
"09"	"04"	"600"	"GB 97"	13.5	"Impetigo"	"黄水疮"			"It is caused by dampness heat in the spleen and lung, complicated by attack of exogenous pathogenic factors. Clinical manifestations are pustule on the skin, incrustation, suppuration with yellow pus and itching."	"因脾肺湿热与外邪相加所致。以生于皮肤的脓疱、结痂、流黄水，浸淫成片，瘙痒为主要表现的皮肤病。同义词：滴脓疮；脓窝疮"			"D"
"09"	"05"				"Other Conditions of the Skin and Subcutaneous Tissue"								
"09"	"05"	"100"	"GB 97"	5.16	"Purpura"	"紫癜病"			"It is caused by congenital deficiency, or obstruction of pathogenic toxin in vessels or bleeding due to chronic disorder with spleen deficiency. Clinical manifestations are dark macula in skin or membrane and hemorrhage in parts of the body."	"因先天禀赋因素，或邪毒壅遏脉络，或因病久脾虚不摄等，使血溢脉外。以皮肤、黏膜出现紫暗色斑块及其他部位出血为主要表现的出血类疾病。"			"D"
